epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,46.3511,1.86234,1.6977,0.00209,0.67834,0.14518,0.22306,0.1187,2.16892,2.39413,0.00236,0.000317308,0.000317308,0.0363173
14,48.7731,1.97694,1.82506,0.00211,0.67834,0.14518,0.22306,0.1187,2.16892,2.39413,0.00236,0.000341595,0.000341595,0.0313416
15,51.0485,1.90508,1.63113,0.00205,0.65095,0.17075,0.2429,0.12221,2.10516,2.25231,0.00226,0.000365767,0.000365767,0.0263658
16,53.4173,1.95469,1.88002,0.00231,0.53836,0.23079,0.26539,0.13915,1.97543,1.8547,0.00209,0.000389816,0.000389816,0.0213898
17,55.7677,1.94569,1.71198,0.00208,0.7849,0.24447,0.29564,0.15007,1.97301,1.65634,0.00205,0.000413732,0.000413732,0.0164137
18,58.0334,1.852,1.69903,0.00247,0.7849,0.24447,0.29564,0.15007,1.97301,1.65634,0.00205,0.000437508,0.000437508,0.0114375
19,60.4026,1.65288,1.48266,0.00189,0.76486,0.28027,0.31477,0.15402,1.98622,1.6005,0.00209,0.000461136,0.000461136,0.00646114
20,62.7604,1.74303,1.61748,0.00213,0.53101,0.29937,0.31171,0.15638,1.99355,1.6114,0.0021,0.000484606,0.000484606,0.00148461
21,65.0835,1.83515,1.54085,0.00193,0.53101,0.29937,0.31171,0.15638,1.99355,1.6114,0.0021,0.000488376,0.000488376,0.000488376
22,67.461,1.75209,1.50187,0.0021,0.54638,0.28737,0.31686,0.15904,1.97222,1.67799,0.00207,0.000487195,0.000487195,0.000487195
23,69.9726,1.82084,1.62297,0.00209,0.81042,0.25083,0.33245,0.16792,1.96065,1.56708,0.00204,0.000485959,0.000485959,0.000485959
24,72.3152,1.78198,1.41223,0.00186,0.81042,0.25083,0.33245,0.16792,1.96065,1.56708,0.00204,0.000484668,0.000484668,0.000484668
25,74.666,1.857,1.46525,0.00202,0.78555,0.2832,0.34552,0.17154,1.95061,1.40194,0.00201,0.000483322,0.000483322,0.000483322
26,76.92,1.77597,1.44323,0.00194,0.78555,0.2832,0.34552,0.17154,1.95061,1.40194,0.00201,0.000481921,0.000481921,0.000481921
27,79.2479,1.75263,1.34159,0.00188,0.8341,0.28242,0.39566,0.20144,1.92172,1.30378,0.00193,0.000480467,0.000480467,0.000480467
28,81.5978,1.74984,1.33575,0.00193,0.83908,0.28185,0.4065,0.21064,1.85722,1.32229,0.00188,0.000478958,0.000478958,0.000478958
29,83.8189,1.67914,1.30837,0.00196,0.83908,0.28185,0.4065,0.21064,1.85722,1.32229,0.00188,0.000477396,0.000477396,0.000477396
30,86.1312,1.77928,1.32943,0.00196,0.4696,0.39478,0.42227,0.2307,1.83799,1.30656,0.00184,0.000475782,0.000475782,0.000475782
31,88.4593,1.71958,1.29284,0.00187,0.50833,0.40703,0.43997,0.23706,1.83242,1.32832,0.00183,0.000474114,0.000474114,0.000474114
32,90.7049,1.72861,1.3255,0.00186,0.50833,0.40703,0.43997,0.23706,1.83242,1.32832,0.00183,0.000472394,0.000472394,0.000472394
33,92.9996,1.69735,1.27205,0.00179,0.50566,0.41452,0.43992,0.23945,1.79523,1.31851,0.00179,0.000470623,0.000470623,0.000470623
34,95.3992,1.67262,1.2401,0.00171,0.50566,0.41452,0.43992,0.23945,1.79523,1.31851,0.00179,0.0004688,0.0004688,0.0004688
35,97.6492,1.7156,1.29716,0.0018,0.723,0.42596,0.44752,0.24143,1.8233,1.33117,0.00183,0.000466926,0.000466926,0.000466926
36,99.9971,1.69282,1.41056,0.00183,0.69706,0.43809,0.43478,0.23499,1.83244,1.41156,0.00183,0.000465002,0.000465002,0.000465002
37,101.894,1.60081,1.23013,0.00171,0.69706,0.43809,0.43478,0.23499,1.83244,1.41156,0.00183,0.000463028,0.000463028,0.000463028
38,103.853,1.54889,1.29304,0.00199,0.62087,0.41685,0.43714,0.23564,1.82632,1.40678,0.00184,0.000461004,0.000461004,0.000461004
39,105.86,1.67588,1.17371,0.00186,0.6481,0.38408,0.42828,0.23561,1.84679,1.36498,0.00186,0.000458932,0.000458932,0.000458932
40,107.915,1.74462,1.19123,0.00199,0.6481,0.38408,0.42828,0.23561,1.84679,1.36498,0.00186,0.000456811,0.000456811,0.000456811
41,109.948,1.59569,1.17178,0.00165,0.73609,0.41006,0.43268,0.23992,1.8602,1.35723,0.00191,0.000454642,0.000454642,0.000454642
42,112.119,1.61676,1.15355,0.00173,0.73609,0.41006,0.43268,0.23992,1.8602,1.35723,0.00191,0.000452425,0.000452425,0.000452425
