epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,240.699,2.15396,1.62311,0.00259,0.48154,0.2373,0.22405,0.09041,2.51237,1.7279,0.00287,3.66241e-05,3.66241e-05,3.66241e-05
182,241.956,2.05607,1.62981,0.00233,0.4805,0.23572,0.22375,0.09112,2.50882,1.72657,0.00288,3.54992e-05,3.54992e-05,3.54992e-05
183,243.179,2.04763,1.78142,0.00254,0.47909,0.23431,0.22275,0.09054,2.49645,1.74058,0.00285,3.44302e-05,3.44302e-05,3.44302e-05
184,244.332,2.19594,1.72542,0.00252,0.47909,0.23431,0.22275,0.09054,2.49645,1.74058,0.00285,3.34176e-05,3.34176e-05,3.34176e-05
185,245.527,2.21594,1.67444,0.00239,0.48273,0.23431,0.22298,0.09123,2.50106,1.729,0.00286,3.24615e-05,3.24615e-05,3.24615e-05
186,246.786,2.1959,1.64894,0.00228,0.48273,0.23431,0.22298,0.09123,2.50106,1.729,0.00286,3.15621e-05,3.15621e-05,3.15621e-05
187,248.024,2.12071,1.73732,0.00249,0.49272,0.23133,0.21748,0.08838,2.50383,1.71697,0.00286,3.07198e-05,3.07198e-05,3.07198e-05
188,249.295,2.17877,1.92421,0.00252,0.48693,0.23133,0.22351,0.0907,2.51434,1.7148,0.00288,2.99346e-05,2.99346e-05,2.99346e-05
189,250.497,2.16012,1.70068,0.00241,0.48693,0.23133,0.22351,0.0907,2.51434,1.7148,0.00288,2.92068e-05,2.92068e-05,2.92068e-05
190,251.695,2.25518,1.67637,0.00259,0.49305,0.23133,0.21925,0.08914,2.51265,1.70995,0.00286,2.85365e-05,2.85365e-05,2.85365e-05
191,276.871,2.28867,1.82654,0.00251,0.49324,0.23133,0.22405,0.09126,2.50986,1.70303,0.00286,2.7924e-05,2.7924e-05,2.7924e-05
192,278.107,2.10611,1.86344,0.00237,0.49324,0.23133,0.22405,0.09126,2.50986,1.70303,0.00286,2.73694e-05,2.73694e-05,2.73694e-05
193,279.321,2.12708,1.76995,0.00246,0.49494,0.23133,0.22621,0.09406,2.48489,1.73492,0.00282,2.68728e-05,2.68728e-05,2.68728e-05
194,280.483,2.08358,1.80137,0.00243,0.49494,0.23133,0.22621,0.09406,2.48489,1.73492,0.00282,2.64343e-05,2.64343e-05,2.64343e-05
195,281.749,2.09042,1.65416,0.00239,0.49181,0.22688,0.22477,0.09419,2.48084,1.7459,0.00283,2.6054e-05,2.6054e-05,2.6054e-05
196,282.952,2.1078,1.6442,0.00254,0.48477,0.244,0.22493,0.09362,2.48126,1.73987,0.00282,2.57321e-05,2.57321e-05,2.57321e-05
197,284.138,2.16061,1.71821,0.00243,0.48477,0.244,0.22493,0.09362,2.48126,1.73987,0.00282,2.54687e-05,2.54687e-05,2.54687e-05
198,285.416,2.21587,1.67472,0.00235,0.47129,0.24937,0.22485,0.094,2.47674,1.74832,0.0028,2.52637e-05,2.52637e-05,2.52637e-05
199,286.654,2.13117,1.7065,0.00238,0.46404,0.24937,0.22485,0.09392,2.46642,1.75697,0.00279,2.51172e-05,2.51172e-05,2.51172e-05
200,287.809,2.13019,1.76241,0.00245,0.46404,0.24937,0.22485,0.09392,2.46642,1.75697,0.00279,2.50293e-05,2.50293e-05,2.50293e-05
