epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,64.9905,2.25476,1.74669,0.003,0.58859,0.22614,0.24127,0.11605,2.32587,1.63476,0.0027,0.000485959,0.000485959,0.000485959
2,21.536,2.70602,4.39057,0.00427,0.00792,0.01208,0.00062,0.00031,3.55543,8.50191,0.00414,4.49974e-05,4.49974e-05,0.091045
24,67.7166,2.19263,1.57142,0.00262,0.58859,0.22614,0.24127,0.11605,2.32587,1.63476,0.0027,0.000484668,0.000484668,0.000484668
3,24.2219,2.65051,3.45252,0.00406,0.00025,0.00909,3e-05,1e-05,3.13013,9.82697,0.00382,6.99836e-05,6.99836e-05,0.08607
25,70.6384,2.17808,1.61701,0.00271,0.89879,0.20066,0.26593,0.12085,2.33281,1.62257,0.00265,0.000483322,0.000483322,0.000483322
4,27.1381,2.67789,2.92346,0.0038,0,0,0,0,3.61834,11.7279,0.0044,9.49499e-05,9.49499e-05,0.0810949
26,73.4983,2.19832,1.57304,0.00278,0.89879,0.20066,0.26593,0.12085,2.33281,1.62257,0.00265,0.000481921,0.000481921,0.000481921
5,29.9931,2.82806,2.5507,0.00366,0.00141,0.00909,0.00013,3e-05,3.30777,9.3461,0.00399,0.000119888,0.000119888,0.0761199
6,32.3062,2.40348,2.4155,0.00292,0.00455,0.01818,0.00067,0.00027,3.08502,7.49367,0.00377,0.000144788,0.000144788,0.0711448
27,76.2037,2.13092,1.58724,0.00258,0.71606,0.19619,0.2703,0.12392,2.30721,1.78503,0.00261,0.000480467,0.000480467,0.000480467
7,34.2854,2.34763,2.40573,0.00354,0.0049,0.02727,0.00164,0.0009,3.07831,5.63732,0.00402,0.000169642,0.000169642,0.0661696
28,78.479,2.09781,1.54247,0.00251,0.7015,0.18711,0.25376,0.12123,2.33307,1.76033,0.00261,0.000478958,0.000478958,0.000478958
8,36.332,2.45972,2.34311,0.00335,0.15081,0.07212,0.02623,0.01359,2.96628,4.66025,0.00382,0.000194441,0.000194441,0.0611944
29,80.3109,2.02467,1.51908,0.00249,0.7015,0.18711,0.25376,0.12123,2.33307,1.76033,0.00261,0.000477396,0.000477396,0.000477396
9,38.3914,2.45251,2.24209,0.0033,0.05439,0.10788,0.04151,0.02019,2.90726,4.13079,0.00366,0.000219176,0.000219176,0.0562192
30,82.2814,2.1258,1.55115,0.00255,0.87988,0.21698,0.25409,0.11923,2.33919,1.65229,0.00259,0.000475782,0.000475782,0.000475782
31,84.3841,2.15061,1.51996,0.00254,0.67656,0.21938,0.25795,0.12244,2.33194,1.53031,0.00259,0.000474114,0.000474114,0.000474114
10,41.1503,2.42072,2.13556,0.00307,0.04426,0.16566,0.08819,0.04371,2.76983,3.5652,0.00332,0.000243839,0.000243839,0.0512438
32,86.2176,2.13476,1.45119,0.00261,0.67656,0.21938,0.25795,0.12244,2.33194,1.53031,0.00259,0.000472394,0.000472394,0.000472394
11,43.4278,2.29889,1.89182,0.00281,0.15596,0.18815,0.09694,0.0494,2.74105,3.29511,0.00324,0.000268421,0.000268421,0.0462684
33,88.1679,2.10048,1.4957,0.00237,0.61879,0.23626,0.2537,0.12398,2.30544,1.52404,0.00253,0.000470623,0.000470623,0.000470623
12,45.6003,2.38762,2.00409,0.00316,0.15648,0.23903,0.14652,0.06181,2.70778,2.96722,0.00315,0.000292913,0.000292913,0.0412929
34,90.419,2.01501,1.45151,0.00226,0.61879,0.23626,0.2537,0.12398,2.30544,1.52404,0.00253,0.0004688,0.0004688,0.0004688
13,47.848,2.23836,1.82946,0.00276,0.57699,0.1299,0.17574,0.07268,2.73804,2.70184,0.00316,0.000317308,0.000317308,0.0363173
35,92.7785,2.09731,1.45079,0.00243,0.83542,0.23398,0.2611,0.12649,2.32719,1.50467,0.00259,0.000466926,0.000466926,0.000466926
14,49.9211,2.37029,1.85925,0.0029,0.57699,0.1299,0.17574,0.07268,2.73804,2.70184,0.00316,0.000341595,0.000341595,0.0313416
36,95.2268,2.09244,1.5958,0.00253,0.79811,0.22641,0.24954,0.12467,2.32368,1.48208,0.00263,0.000465002,0.000465002,0.000465002
15,52.1752,2.21977,1.6638,0.0027,0.5168,0.15676,0.18284,0.07578,2.67911,2.42572,0.00303,0.000365767,0.000365767,0.0263658
37,97.1135,1.98987,1.45038,0.00233,0.79811,0.22641,0.24954,0.12467,2.32368,1.48208,0.00263,0.000463028,0.000463028,0.000463028
16,54.2745,2.34057,1.88839,0.00307,0.57736,0.13999,0.17793,0.07375,2.65166,2.12172,0.00296,0.000389816,0.000389816,0.0213898
38,99.054,1.89073,1.38638,0.00255,0.8191,0.22651,0.26119,0.12376,2.33082,1.47325,0.00267,0.000461004,0.000461004,0.000461004
17,56.2096,2.33703,1.79507,0.00284,0.70684,0.16205,0.18187,0.07951,2.57604,1.77665,0.0029,0.000413732,0.000413732,0.0164137
39,100.965,2.00264,1.4074,0.00253,0.83404,0.22349,0.26903,0.12441,2.32902,1.49455,0.00269,0.000458932,0.000458932,0.000458932
18,58.3062,2.25795,1.74871,0.00324,0.70684,0.16205,0.18187,0.07951,2.57604,1.77665,0.0029,0.000437508,0.000437508,0.0114375
40,102.95,2.09591,1.38942,0.0027,0.83404,0.22349,0.26903,0.12441,2.32902,1.49455,0.00269,0.000456811,0.000456811,0.000456811
19,60.4127,2.10519,1.62288,0.00266,0.68133,0.18309,0.19468,0.08774,2.55885,1.6374,0.003,0.000461136,0.000461136,0.00646114
41,104.752,1.99399,1.33837,0.00234,0.82143,0.2261,0.27397,0.12964,2.28863,1.50747,0.00265,0.000454642,0.000454642,0.000454642
20,62.6209,2.17318,1.74616,0.00293,0.76251,0.20717,0.21406,0.09913,2.44163,1.67826,0.00293,0.000484606,0.000484606,0.00148461
42,106.891,1.99068,1.31057,0.00254,0.82143,0.2261,0.27397,0.12964,2.28863,1.50747,0.00265,0.000452425,0.000452425,0.000452425
21,64.9315,2.27503,1.64336,0.00276,0.76251,0.20717,0.21406,0.09913,2.44163,1.67826,0.00293,0.000488376,0.000488376,0.000488376
43,109.168,2.05291,1.27459,0.00225,0.82038,0.21715,0.27277,0.13148,2.28021,1.50853,0.00262,0.000450162,0.000450162,0.000450162
22,67.5332,2.15214,1.61968,0.00281,0.62703,0.20976,0.23583,0.10763,2.35879,1.71489,0.00279,0.000487195,0.000487195,0.000487195
44,112.035,1.98887,1.26407,0.00222,0.78825,0.22146,0.26016,0.13019,2.2686,1.50076,0.00256,0.000447852,0.000447852,0.000447852
23,70.0082,2.25476,1.74669,0.003,0.58859,0.22614,0.24127,0.11605,2.32587,1.63476,0.0027,0.000485959,0.000485959,0.000485959
45,113.922,1.96658,1.2838,0.00205,0.78825,0.22146,0.26016,0.13019,2.2686,1.50076,0.00256,0.000445497,0.000445497,0.000445497
24,72.9405,2.19263,1.57142,0.00262,0.58859,0.22614,0.24127,0.11605,2.32587,1.63476,0.0027,0.000484668,0.000484668,0.000484668
46,116.625,1.91525,1.30546,0.00238,0.69964,0.2491,0.2543,0.12593,2.27931,1.48825,0.00253,0.000443096,0.000443096,0.000443096
25,75.8547,2.17808,1.61701,0.00271,0.89879,0.20066,0.26593,0.12085,2.33281,1.62257,0.00265,0.000483322,0.000483322,0.000483322
47,119.423,1.96533,1.23634,0.00214,0.76124,0.2166,0.28271,0.13287,2.21536,1.48,0.00248,0.000440651,0.000440651,0.000440651
48,122.17,2.00225,1.26782,0.00235,0.76124,0.2166,0.28271,0.13287,2.21536,1.48,0.00248,0.000438162,0.000438162,0.000438162
26,78.9343,2.19832,1.57304,0.00278,0.89879,0.20066,0.26593,0.12085,2.33281,1.62257,0.00265,0.000481921,0.000481921,0.000481921
49,125.75,2.12544,1.34173,0.00246,0.75393,0.22919,0.29224,0.1335,2.21147,1.50095,0.00248,0.00043563,0.00043563,0.00043563
27,82.2185,2.13092,1.58724,0.00258,0.71606,0.19619,0.2703,0.12392,2.30721,1.78503,0.00261,0.000480467,0.000480467,0.000480467
50,128.724,1.88648,1.27572,0.00219,0.75393,0.22919,0.29224,0.1335,2.21147,1.50095,0.00248,0.000433055,0.000433055,0.000433055
28,85.579,2.09781,1.54247,0.00251,0.7015,0.18711,0.25376,0.12123,2.33307,1.76033,0.00261,0.000478958,0.000478958,0.000478958
29,88.6799,2.02467,1.51908,0.00249,0.7015,0.18711,0.25376,0.12123,2.33307,1.76033,0.00261,0.000477396,0.000477396,0.000477396
51,132.288,2.00975,1.29424,0.00231,0.74102,0.2444,0.29168,0.13496,2.21712,1.48749,0.00245,0.000430438,0.000430438,0.000430438
30,90.9997,2.1258,1.55115,0.00255,0.87988,0.21698,0.25409,0.11923,2.33919,1.65229,0.00259,0.000475782,0.000475782,0.000475782
52,134.903,1.90285,1.2433,0.00212,0.72511,0.26222,0.31254,0.13893,2.22395,1.43196,0.00241,0.000427779,0.000427779,0.000427779
31,92.7712,2.15061,1.51996,0.00254,0.67656,0.21938,0.25795,0.12244,2.33194,1.53031,0.00259,0.000474114,0.000474114,0.000474114
53,137.069,2.07471,1.34795,0.00223,0.72511,0.26222,0.31254,0.13893,2.22395,1.43196,0.00241,0.00042508,0.00042508,0.00042508
32,94.5996,2.13476,1.45119,0.00261,0.67656,0.21938,0.25795,0.12244,2.33194,1.53031,0.00259,0.000472394,0.000472394,0.000472394
54,139.171,2.00278,1.27923,0.00214,0.71056,0.25403,0.31992,0.13512,2.33175,1.42651,0.00251,0.00042234,0.00042234,0.00042234
33,96.4954,2.10048,1.4957,0.00237,0.61879,0.23626,0.2537,0.12398,2.30544,1.52404,0.00253,0.000470623,0.000470623,0.000470623
55,141.097,1.89738,1.1927,0.00232,0.70581,0.27847,0.31278,0.13096,2.3672,1.41688,0.00254,0.000419562,0.000419562,0.000419562
34,98.535,2.01501,1.45151,0.00226,0.61879,0.23626,0.2537,0.12398,2.30544,1.52404,0.00253,0.0004688,0.0004688,0.0004688
56,142.808,2.1185,1.29234,0.00216,0.70581,0.27847,0.31278,0.13096,2.3672,1.41688,0.00254,0.000416744,0.000416744,0.000416744
35,101.452,2.09731,1.45079,0.00243,0.83542,0.23398,0.2611,0.12649,2.32719,1.50467,0.00259,0.000466926,0.000466926,0.000466926
57,145.164,2.04433,1.1866,0.0023,0.71675,0.27442,0.31994,0.13851,2.2846,1.4028,0.00249,0.000413888,0.000413888,0.000413888
58,148.267,2.01055,1.196,0.00224,0.71675,0.27442,0.31994,0.13851,2.2846,1.4028,0.00249,0.000410995,0.000410995,0.000410995
36,104.727,2.09244,1.5958,0.00253,0.79811,0.22641,0.24954,0.12467,2.32368,1.48208,0.00263,0.000465002,0.000465002,0.000465002
59,150.288,1.97546,1.23545,0.0023,0.74487,0.27892,0.32352,0.15592,2.19038,1.34976,0.00239,0.000408065,0.000408065,0.000408065
37,107.023,1.98987,1.45038,0.00233,0.79811,0.22641,0.24954,0.12467,2.32368,1.48208,0.00263,0.000463028,0.000463028,0.000463028
60,153.161,2.04424,1.23709,0.00242,0.75465,0.26893,0.32219,0.15639,2.15703,1.34051,0.00241,0.0004051,0.0004051,0.0004051
38,109.728,1.89073,1.38638,0.00255,0.8191,0.22651,0.26119,0.12376,2.33082,1.47325,0.00267,0.000461004,0.000461004,0.000461004
61,156.243,2.00091,1.15942,0.00218,0.75465,0.26893,0.32219,0.15639,2.15703,1.34051,0.00241,0.000402099,0.000402099,0.000402099
39,112.749,2.00264,1.4074,0.00253,0.83404,0.22349,0.26903,0.12441,2.32902,1.49455,0.00269,0.000458932,0.000458932,0.000458932
40,115.642,2.09591,1.38942,0.0027,0.83404,0.22349,0.26903,0.12441,2.32902,1.49455,0.00269,0.000456811,0.000456811,0.000456811
62,159.251,1.97688,1.18897,0.00248,0.76471,0.24899,0.30363,0.15122,2.18744,1.3816,0.00244,0.000399064,0.000399064,0.000399064
41,117.635,1.99399,1.33837,0.00234,0.82143,0.2261,0.27397,0.12964,2.28863,1.50747,0.00265,0.000454642,0.000454642,0.000454642
63,161.507,1.97106,1.17157,0.00224,0.75854,0.25892,0.30882,0.15331,2.18162,1.3841,0.00244,0.000395995,0.000395995,0.000395995
64,164.471,2.02778,1.17354,0.00204,0.75854,0.25892,0.30882,0.15331,2.18162,1.3841,0.00244,0.000392893,0.000392893,0.000392893
42,120.962,1.99068,1.31057,0.00254,0.82143,0.2261,0.27397,0.12964,2.28863,1.50747,0.00265,0.000452425,0.000452425,0.000452425
65,166.813,2.01978,1.13633,0.00239,0.76218,0.24874,0.3237,0.16354,2.15216,1.33534,0.00241,0.000389759,0.000389759,0.000389759
43,123.63,2.05291,1.27459,0.00225,0.82038,0.21715,0.27277,0.13148,2.28021,1.50853,0.00262,0.000450162,0.000450162,0.000450162
66,170.068,1.97655,1.23072,0.0022,0.76218,0.24874,0.3237,0.16354,2.15216,1.33534,0.00241,0.000386593,0.000386593,0.000386593
44,126.544,1.98887,1.26407,0.00222,0.78825,0.22146,0.26016,0.13019,2.2686,1.50076,0.00256,0.000447852,0.000447852,0.000447852
45,128.389,1.96658,1.2838,0.00205,0.78825,0.22146,0.26016,0.13019,2.2686,1.50076,0.00256,0.000445497,0.000445497,0.000445497
67,172.642,1.91659,1.16198,0.00215,0.54126,0.33764,0.3337,0.16937,2.14294,1.2856,0.0024,0.000383397,0.000383397,0.000383397
46,130.291,1.91525,1.30546,0.00238,0.69964,0.2491,0.2543,0.12593,2.27931,1.48825,0.00253,0.000443096,0.000443096,0.000443096
68,174.778,1.96725,1.21337,0.00215,0.56354,0.39263,0.35479,0.17137,2.16132,1.28851,0.00237,0.000380171,0.000380171,0.000380171
47,132.338,1.96533,1.23634,0.00214,0.76124,0.2166,0.28271,0.13287,2.21536,1.48,0.00248,0.000440651,0.000440651,0.000440651
69,176.86,1.83715,1.07982,0.00206,0.56354,0.39263,0.35479,0.17137,2.16132,1.28851,0.00237,0.000376916,0.000376916,0.000376916
48,134.403,2.00225,1.26782,0.00235,0.76124,0.2166,0.28271,0.13287,2.21536,1.48,0.00248,0.000438162,0.000438162,0.000438162
70,178.924,1.89424,1.15029,0.00222,0.63307,0.33671,0.38094,0.17717,2.16192,1.30069,0.00234,0.000373633,0.000373633,0.000373633
49,137.357,2.12544,1.34173,0.00246,0.75393,0.22919,0.29224,0.1335,2.21147,1.50095,0.00248,0.00043563,0.00043563,0.00043563
71,181.499,1.9097,1.10429,0.00211,0.57774,0.39885,0.39007,0.17999,2.15777,1.32101,0.00233,0.000370323,0.000370323,0.000370323
50,139.843,1.88648,1.27572,0.00219,0.75393,0.22919,0.29224,0.1335,2.21147,1.50095,0.00248,0.000433055,0.000433055,0.000433055
72,183.882,1.83244,1.074,0.00207,0.57774,0.39885,0.39007,0.17999,2.15777,1.32101,0.00233,0.000366986,0.000366986,0.000366986
51,142.906,2.00975,1.29424,0.00231,0.74102,0.2444,0.29168,0.13496,2.21712,1.48749,0.00245,0.000430438,0.000430438,0.000430438
73,186.931,1.95986,1.11914,0.00206,0.58004,0.39653,0.38694,0.17967,2.12926,1.33747,0.00233,0.000363623,0.000363623,0.000363623
52,145.605,1.90285,1.2433,0.00212,0.72511,0.26222,0.31254,0.13893,2.22395,1.43196,0.00241,0.000427779,0.000427779,0.000427779
74,189.207,1.93501,1.15866,0.00214,0.58004,0.39653,0.38694,0.17967,2.12926,1.33747,0.00233,0.000360235,0.000360235,0.000360235
53,148.369,2.07471,1.34795,0.00223,0.72511,0.26222,0.31254,0.13893,2.22395,1.43196,0.00241,0.00042508,0.00042508,0.00042508
75,191.975,1.87012,1.13366,0.00202,0.7858,0.3148,0.39103,0.1791,2.13157,1.3394,0.00233,0.000356823,0.000356823,0.000356823
76,193.866,1.82321,1.04526,0.00205,0.78784,0.33106,0.393,0.1732,2.16438,1.35229,0.00236,0.000353387,0.000353387,0.000353387
54,150.931,2.00278,1.27923,0.00214,0.71056,0.25403,0.31992,0.13512,2.33175,1.42651,0.00251,0.00042234,0.00042234,0.00042234
77,195.953,1.82013,1.03404,0.0021,0.78784,0.33106,0.393,0.1732,2.16438,1.35229,0.00236,0.00034993,0.00034993,0.00034993
55,152.803,1.89738,1.1927,0.00232,0.70581,0.27847,0.31278,0.13096,2.3672,1.41688,0.00254,0.000419562,0.000419562,0.000419562
78,197.966,1.85647,1.1342,0.00192,0.79884,0.33725,0.3951,0.17028,2.16356,1.32331,0.00237,0.00034645,0.00034645,0.00034645
56,154.696,2.1185,1.29234,0.00216,0.70581,0.27847,0.31278,0.13096,2.3672,1.41688,0.00254,0.000416744,0.000416744,0.000416744
79,200.003,1.98491,1.1835,0.00208,0.83613,0.33081,0.39709,0.17058,2.14212,1.31532,0.00234,0.00034295,0.00034295,0.00034295
57,156.703,2.04433,1.1866,0.0023,0.71675,0.27442,0.31994,0.13851,2.2846,1.4028,0.00249,0.000413888,0.000413888,0.000413888
80,202.03,1.89554,1.08176,0.00223,0.83613,0.33081,0.39709,0.17058,2.14212,1.31532,0.00234,0.00033943,0.00033943,0.00033943
58,158.811,2.01055,1.196,0.00224,0.71675,0.27442,0.31994,0.13851,2.2846,1.4028,0.00249,0.000410995,0.000410995,0.000410995
81,204.05,1.88442,1.10584,0.00219,0.75529,0.33934,0.39133,0.17684,2.12372,1.35206,0.00231,0.000335892,0.000335892,0.000335892
59,160.852,1.97546,1.23545,0.0023,0.74487,0.27892,0.32352,0.15592,2.19038,1.34976,0.00239,0.000408065,0.000408065,0.000408065
82,206.423,1.90165,1.07368,0.00201,0.75529,0.33934,0.39133,0.17684,2.12372,1.35206,0.00231,0.000332335,0.000332335,0.000332335
60,163.21,2.04424,1.23709,0.00242,0.75465,0.26893,0.32219,0.15639,2.15703,1.34051,0.00241,0.0004051,0.0004051,0.0004051
83,208.313,1.82482,1.01189,0.00222,0.74649,0.34219,0.39653,0.17941,2.10809,1.403,0.00229,0.00032876,0.00032876,0.00032876
61,165.339,2.00091,1.15942,0.00218,0.75465,0.26893,0.32219,0.15639,2.15703,1.34051,0.00241,0.000402099,0.000402099,0.000402099
84,210.207,1.79856,1.04298,0.0022,0.74105,0.34431,0.39239,0.17987,2.11695,1.41184,0.00229,0.00032517,0.00032517,0.00032517
62,167.493,1.97688,1.18897,0.00248,0.76471,0.24899,0.30363,0.15122,2.18744,1.3816,0.00244,0.000399064,0.000399064,0.000399064
85,212.187,1.88783,1.01468,0.00206,0.74105,0.34431,0.39239,0.17987,2.11695,1.41184,0.00229,0.000321564,0.000321564,0.000321564
63,169.331,1.97106,1.17157,0.00224,0.75854,0.25892,0.30882,0.15331,2.18162,1.3841,0.00244,0.000395995,0.000395995,0.000395995
86,214.145,1.80714,1.07304,0.00204,0.72256,0.35602,0.39679,0.17862,2.10766,1.40317,0.00227,0.000317943,0.000317943,0.000317943
64,171.141,2.02778,1.17354,0.00204,0.75854,0.25892,0.30882,0.15331,2.18162,1.3841,0.00244,0.000392893,0.000392893,0.000392893
87,216.179,1.86856,1.02794,0.00223,0.73773,0.35698,0.39775,0.18012,2.09562,1.39726,0.00227,0.000314309,0.000314309,0.000314309
65,173.127,2.01978,1.13633,0.00239,0.76218,0.24874,0.3237,0.16354,2.15216,1.33534,0.00241,0.000389759,0.000389759,0.000389759
88,218.981,1.77067,1.01308,0.00199,0.73773,0.35698,0.39775,0.18012,2.09562,1.39726,0.00227,0.000310662,0.000310662,0.000310662
66,175.852,1.97655,1.23072,0.0022,0.76218,0.24874,0.3237,0.16354,2.15216,1.33534,0.00241,0.000386593,0.000386593,0.000386593
89,221.562,1.74407,1.04683,0.00193,0.86682,0.31815,0.40592,0.17761,2.13674,1.36498,0.00231,0.000307003,0.000307003,0.000307003
67,178.359,1.91659,1.16198,0.00215,0.54126,0.33764,0.3337,0.16937,2.14294,1.2856,0.0024,0.000383397,0.000383397,0.000383397
90,223.52,1.77926,1.02334,0.00189,0.86682,0.31815,0.40592,0.17761,2.13674,1.36498,0.00231,0.000303333,0.000303333,0.000303333
68,180.78,1.96725,1.21337,0.00215,0.56354,0.39263,0.35479,0.17137,2.16132,1.28851,0.00237,0.000380171,0.000380171,0.000380171
91,225.477,1.85277,1.02016,0.00218,0.85828,0.31885,0.4122,0.18063,2.15478,1.35222,0.00233,0.000299653,0.000299653,0.000299653
69,182.878,1.83715,1.07982,0.00206,0.56354,0.39263,0.35479,0.17137,2.16132,1.28851,0.00237,0.000376916,0.000376916,0.000376916
92,227.584,1.7656,1.0251,0.00197,0.6426,0.39359,0.41195,0.18506,2.17128,1.32682,0.00235,0.000295964,0.000295964,0.000295964
70,185.123,1.89424,1.15029,0.00222,0.63307,0.33671,0.38094,0.17717,2.16192,1.30069,0.00234,0.000373633,0.000373633,0.000373633
93,229.691,1.74579,0.98962,0.00197,0.6426,0.39359,0.41195,0.18506,2.17128,1.32682,0.00235,0.000292267,0.000292267,0.000292267
71,187.245,1.9097,1.10429,0.00211,0.57774,0.39885,0.39007,0.17999,2.15777,1.32101,0.00233,0.000370323,0.000370323,0.000370323
94,231.834,1.90317,1.09469,0.00205,0.64631,0.39529,0.42024,0.18785,2.17038,1.32838,0.00235,0.000288562,0.000288562,0.000288562
72,189.318,1.83244,1.074,0.00207,0.57774,0.39885,0.39007,0.17999,2.15777,1.32101,0.00233,0.000366986,0.000366986,0.000366986
95,234.136,1.8593,1.05756,0.00197,0.64798,0.39349,0.42912,0.19189,2.19873,1.27627,0.00237,0.000284851,0.000284851,0.000284851
73,191.497,1.95986,1.11914,0.00206,0.58004,0.39653,0.38694,0.17967,2.12926,1.33747,0.00233,0.000363623,0.000363623,0.000363623
96,236.638,1.80205,1.02628,0.00189,0.64798,0.39349,0.42912,0.19189,2.19873,1.27627,0.00237,0.000281134,0.000281134,0.000281134
74,193.408,1.93501,1.15866,0.00214,0.58004,0.39653,0.38694,0.17967,2.12926,1.33747,0.00233,0.000360235,0.000360235,0.000360235
97,239.466,1.78048,1.01504,0.00199,0.65441,0.39653,0.4409,0.19464,2.20976,1.26887,0.00236,0.000277413,0.000277413,0.000277413
75,196.003,1.87012,1.13366,0.00202,0.7858,0.3148,0.39103,0.1791,2.13157,1.3394,0.00233,0.000356823,0.000356823,0.000356823
98,242.209,1.85984,1.00931,0.002,0.65441,0.39653,0.4409,0.19464,2.20976,1.26887,0.00236,0.000273688,0.000273688,0.000273688
76,198.722,1.82321,1.04526,0.00205,0.78784,0.33106,0.393,0.1732,2.16438,1.35229,0.00236,0.000353387,0.000353387,0.000353387
77,201.465,1.82013,1.03404,0.0021,0.78784,0.33106,0.393,0.1732,2.16438,1.35229,0.00236,0.00034993,0.00034993,0.00034993
99,245.097,1.72753,0.95389,0.00182,0.69474,0.38976,0.44376,0.19713,2.20194,1.29413,0.00234,0.00026996,0.00026996,0.00026996
78,203.388,1.85647,1.1342,0.00192,0.79884,0.33725,0.3951,0.17028,2.16356,1.32331,0.00237,0.00034645,0.00034645,0.00034645
100,247.573,1.80174,1.00611,0.00177,0.6909,0.38072,0.45109,0.20164,2.19332,1.30858,0.00235,0.00026623,0.00026623,0.00026623
79,205.321,1.98491,1.1835,0.00208,0.83613,0.33081,0.39709,0.17058,2.14212,1.31532,0.00234,0.00034295,0.00034295,0.00034295
101,249.837,1.72644,1.03879,0.00205,0.6909,0.38072,0.45109,0.20164,2.19332,1.30858,0.00235,0.0002625,0.0002625,0.0002625
80,207.146,1.89554,1.08176,0.00223,0.83613,0.33081,0.39709,0.17058,2.14212,1.31532,0.00234,0.00033943,0.00033943,0.00033943
102,252.562,1.68618,0.91896,0.00179,0.69298,0.38221,0.45834,0.20054,2.18239,1.36387,0.00232,0.00025877,0.00025877,0.00025877
81,209.269,1.88442,1.10584,0.00219,0.75529,0.33934,0.39133,0.17684,2.12372,1.35206,0.00231,0.000335892,0.000335892,0.000335892
103,254.638,1.83851,1.03397,0.00195,0.65319,0.39967,0.39547,0.18793,2.21935,1.38841,0.00235,0.00025504,0.00025504,0.00025504
82,211.355,1.90165,1.07368,0.00201,0.75529,0.33934,0.39133,0.17684,2.12372,1.35206,0.00231,0.000332335,0.000332335,0.000332335
